states,words,logit_seq,reset_bool,ind_seq,state_list_sm
[-0.5823349  -0.19690762],1,[-2.7933857  2.038885 ],0,0,[0.00790541 0.99209459]
[-0.53724146 -0.60918546],0,[-4.4063206  3.0464518],0,0,[0.0005795 0.9994205]
[-0.72246397 -0.6135424 ],0,[-5.045477   3.5361028],0,0,[0.00018749 0.99981251]
[-0.7877464  -0.68337137],0,[-5.562956   3.8948522],0,0,[0.00007807 0.99992193]
[-0.8292082  -0.70717853],0,[-5.8037195  4.0667   ],0,0,[0.00005168 0.99994832]
[-0.9239619 -0.3700204],1,[-4.678565   3.3920088],0,0,[0.00031251 0.99968749]
[-0.9325847  -0.20245367],1,[-3.9904888  2.9574587],0,0,[0.00095968 0.99904032]
[-0.91488254 -0.00887113],1,[-3.1029081  2.3840842],0,0,[0.00412321 0.99587679]
[-0.84983116  0.26959485],1,[-1.693514   1.4571793],0,0,[0.04106397 0.95893603]
[-0.23671    -0.38140294],0,[-2.424902   1.6503007],0,0,[0.01670497 0.98329503]
[-0.4656507  -0.48146653],0,[-3.6200166  2.5136204],0,0,[0.00216399 0.99783601]
[-0.6486303  -0.58370167],0,[-4.6704483  3.264305 ],0,1,[0.00035795 0.99964205]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.51545453 -0.07707272],1,[-2.056595   1.5396961],0,0,[0.02669318 0.97330682]
[-0.66914517  0.04144428],1,[-2.0643792  1.6130534],0,0,[0.02466411 0.97533589]
[-0.37208474 -0.5531776 ],0,[-3.613389   2.4677577],0,0,[0.00228034 0.99771966]
[-0.7450266  -0.26361105],1,[-3.6238222  2.6403775],0,0,[0.00189962 0.99810038]
[-0.8390725  -0.12193602],1,[-3.3327043  2.4967542],0,0,[0.00293105 0.99706895]
[-0.84191746  0.07479203],1,[-2.5005     1.9678051],0,0,[0.01133674 0.98866326]
[-0.43132278 -0.5615566 ],0,[-3.8476934  2.6434011],0,0,[0.00151459 0.99848541]
[-0.7719966  -0.27257365],1,[-3.7525225  2.7343779],0,0,[0.00152095 0.99847905]
[-0.8515338  -0.12692662],1,[-3.3958042  2.5425017],0,0,[0.00262956 0.99737044]
[-0.6052727 -0.6629762],0,[-4.8643856  3.3685708],0,0,[0.00026568 0.99973432]
[-0.8484407  -0.32046127],1,[-4.2135134  3.0621052],0,0,[0.00069173 0.99930827]
[-0.7217335 -0.7086436],0,[-5.449937   3.7934675],0,0,[0.00009674 0.99990326]
[-0.8117479 -0.6843655],0,[-5.6476164  3.9594731],0,1,[0.00006725 0.99993275]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.30155912  0.14945237],1,[-0.37079626  0.3704469 ],0,0,[0.32273236 0.67726764]
[-0.00747613 -0.38610497],0,[-1.6770631  1.0718195],0,0,[0.06014979 0.93985021]
[-0.44043773 -0.18423842],1,[-2.2638083  1.6383307],0,0,[0.01979875 0.98020125]
[-0.67668474 -0.08589081],1,[-2.6344628  1.979621 ],0,0,[0.00981399 0.99018601]
[-0.4930425 -0.6094304],0,[-4.2592974  2.9331102],0,0,[0.00075171 0.99924829]
[-0.7056762  -0.59636647],0,[-4.9157457  3.4459772],0,0,[0.00023359 0.99976641]
[-0.77702606 -0.6772587 ],0,[-5.500887   3.8505359],0,0,[0.00008683 0.99991317]
[-0.9052586 -0.3533573],1,[-4.544611   3.2983403],0,0,[0.00039235 0.99960765]
[-0.9212049  -0.18877958],1,[-3.8938584  2.890829 ],0,0,[0.00112968 0.99887032]
[-0.9044237   0.00651064],1,[-3.0020564  2.3151748],0,0,[0.00488237 0.99511763]
[-0.5345089  -0.61140364],0,[-4.406657   3.0454502],0,0,[0.00057988 0.99942012]
[-0.81852496 -0.29812157],1,[-4.0177083  2.9240403],0,0,[0.00096564 0.99903436]
[-0.87491804 -0.1459309 ],1,[-3.5554569  2.6546268],0,1,[0.00200504 0.99799496]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.25336388 -0.40403214],0,[-2.577517   1.7549467],0,0,[0.01296485 0.98703515]
[-0.6463041  -0.21191058],1,[-3.071882   2.2447896],0,0,[0.00488508 0.99511492]
[-0.7863563 -0.0841048],1,[-2.9942322  2.2576456],0,0,[0.00521038 0.99478962]
[-0.5411514 -0.6345707],0,[-4.5280347  3.1257386],0,0,[0.00047403 0.99952597]
[-0.823524   -0.30456775],1,[-4.0620365  2.9545076],0,0,[0.00089612 0.99910388]
[-0.70198345 -0.699929  ],0,[-5.346485   3.7187667],0,0,[0.0001156 0.9998844]
[-0.883048   -0.34498328],1,[-4.4343734  3.2182214],0,0,[0.00047459 0.99952541]
[-0.75231755 -0.7206705 ],0,[-5.603856   3.9051437],0,0,[0.00007418 0.99992582]
[-0.9004553  -0.35854673],1,[-4.550723   3.3000972],0,0,[0.00038928 0.99961072]
[-0.76970726 -0.7267039 ],0,[-5.687928   3.9664469],0,0,[0.00006414 0.99993586]
[-0.9063627  -0.36311698],1,[-4.590068   3.3277936],0,0,[0.00036405 0.99963595]
[-0.92281514 -0.19787347],1,[-3.9381623  2.9197726],0,0,[0.00104998 0.99895002]
[-0.70163006 -0.6985333 ],0,[-5.3393297  3.7140508],0,1,[0.00011698 0.99988302]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.01622077 -0.38596264],0,[-1.7057496  1.093988 ],0,0,[0.05733836 0.94266164]
[-0.44913965 -0.18533428],1,[-2.2976494  1.6637645],0,0,[0.01868057 0.98131943]
[-0.6821076  -0.08588194],1,[-2.6525922  1.993585 ],0,0,[0.00950697 0.99049303]
[-0.7576401   0.07596075],1,[-2.2131617  1.7472293],0,0,[0.01869933 0.98130067]
[-0.3842382 -0.5493236],0,[-3.6376147  2.488601 ],0,0,[0.00218007 0.99781993]
[-0.6384575 -0.5517859],0,[-4.4998107  3.151061 ],0,0,[0.0004754 0.9995246]
[-0.8485699 -0.2985199],1,[-4.1200666  3.0026257],0,0,[0.00080594 0.99919406]
[-0.88756454 -0.14176543],1,[-3.5800014  2.6758928],0,0,[0.00191543 0.99808457]
[-0.8729436   0.06196359],1,[-2.6593294  2.0828066],0,0,[0.00864462 0.99135538]
[-0.46247098 -0.57369125],0,[-4.0039635  2.7568262],0,0,[0.00115697 0.99884303]
[-0.6817167 -0.5824965],0,[-4.7761345  3.3463647],0,0,[0.0002967 0.9997033]
[-0.86639816 -0.31342307],1,[-4.243559   3.0892396],0,0,[0.00065331 0.99934669]
[-0.72761166 -0.71182376],0,[-5.4832363  3.8172994],0,1,[0.00009137 0.99990863]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.36758912 -0.1707315 ],1,[-1.961966   1.4136004],0,0,[0.03306786 0.96693214]
[-0.62540656 -0.08149191],1,[-2.443854   1.8353597],0,0,[0.01366425 0.98633575]
[-0.46505952 -0.59380287],0,[-4.0986867  2.8183281],0,0,[0.0009898 0.9990102]
[-0.7904587  -0.28524062],1,[-3.8685703  2.8165305],0,0,[0.00124783 0.99875217]
[-0.86132497 -0.13705471],1,[-3.4719403  2.5953674],0,0,[0.00231205 0.99768795]
[-0.61784625 -0.66827714],0,[-4.929189   3.4154544],0,0,[0.00023761 0.99976239]
[-0.76678836 -0.64474356],0,[-5.327468  3.735491],0,0,[0.00011587 0.99988413]
[-0.8117404  -0.69936466],0,[-5.711768  4.000342],0,0,[0.00006054 0.99993946]
[-0.84210765 -0.7158305 ],0,[-5.883953   4.1235595],0,0,[0.00004506 0.99995494]
[-0.92868346 -0.37454763],1,[-4.713753   3.4165294],0,0,[0.0002944 0.9997056]
[-0.7992401 -0.7354161],0,[-5.8241434  4.0663757],0,0,[0.00005065 0.99994935]
[-0.8456575 -0.7126602],0,[-5.8822813  4.124074 ],0,0,[0.00004511 0.99995489]
[-0.85893244 -0.727736  ],0,[-5.9912577  4.1994133],0,1,[0.00003752 0.99996248]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.17465782 -0.37725326],0,[-2.1992655  1.4789276],0,0,[0.02464583 0.97535417]
[-0.41485202 -0.4614372 ],0,[-3.3641367  2.3279867],0,0,[0.00336109 0.99663891]
[-0.61658376 -0.5628674 ],0,[-4.4739456  3.1248474],0,0,[0.0005008 0.9994992]
[-0.73643315 -0.6438105 ],0,[-5.2217827  3.6546474],0,0,[0.00013962 0.99986038]
[-0.889764   -0.33825672],1,[-4.428092  3.217208],0,0,[0.00047806 0.99952194]
[-0.9118943  -0.17605221],1,[-3.8082104  2.8321173],0,0,[0.00130489 0.99869511]
[-0.8957361   0.02130655],1,[-2.9096448  2.2524314],0,0,[0.00569715 0.99430285]
[-0.5149407 -0.6017907],0,[-4.299971   2.9687696],0,0,[0.0006965 0.9993035]
[-0.71149135 -0.6035434 ],0,[-4.965935   3.4805417],0,0,[0.00021461 0.99978539]
[-0.87817967 -0.32368633],1,[-4.3269415  3.1476073],0,0,[0.00056702 0.99943298]
[-0.7393543  -0.71626467],0,[-5.5415764  3.859695 ],0,0,[0.00008261 0.99991739]
[-0.8195882 -0.6908996],0,[-5.7018394  3.997509 ],0,0,[0.00006132 0.99993868]
[-0.8431378  -0.71833706],0,[-5.8981295  4.1330495],0,1,[0.000044 0.999956]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.17465782 -0.37725326],0,[-2.1992655  1.4789276],0,0,[0.02464583 0.97535417]
[-0.41485202 -0.4614372 ],0,[-3.3641367  2.3279867],0,0,[0.00336109 0.99663891]
[-0.61658376 -0.5628674 ],0,[-4.4739456  3.1248474],0,0,[0.0005008 0.9994992]
[-0.8424139 -0.2989462],1,[-4.1012673  2.9879086],0,0,[0.00083339 0.99916661]
[-0.7079178  -0.70364153],0,[-5.382251   3.7441947],0,0,[0.00010874 0.99989126]
[-0.80587316 -0.67920107],0,[-5.605839  3.930241],0,0,[0.00007219 0.99992781]
[-0.8349616 -0.7134062],0,[-5.849641   4.0985174],0,0,[0.00004781 0.99995219]
[-0.8546435 -0.7241426],0,[-5.9615145  4.1785545],0,0,[0.00003946 0.99996054]
[-0.93328536 -0.3789699 ],1,[-4.748091  3.440455],0,0,[0.00027774 0.99972226]
[-0.80550754 -0.7370577 ],0,[-5.8521633  4.087017 ],0,0,[0.00004824 0.99995176]
[-0.9184516  -0.37224755],1,[-4.669634   3.3838665],0,0,[0.00031789 0.99968211]
[-0.7892355 -0.7327635],0,[-5.779277   4.0333376],0,0,[0.00005475 0.99994525]
[-0.9129637  -0.36816412],1,[-4.633777   3.3585792],0,1,[0.00033792 0.99966208]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.25336388 -0.40403214],0,[-2.577517   1.7549467],0,0,[0.01296485 0.98703515]
[-0.6463041  -0.21191058],1,[-3.071882   2.2447896],0,0,[0.00488508 0.99511492]
[-0.7863563 -0.0841048],1,[-2.9942322  2.2576456],0,0,[0.00521038 0.99478962]
[-0.5411514 -0.6345707],0,[-4.5280347  3.1257386],0,0,[0.00047403 0.99952597]
[-0.823524   -0.30456775],1,[-4.0620365  2.9545076],0,0,[0.00089612 0.99910388]
[-0.87805945 -0.15169741],1,[-3.590654   2.6784496],0,0,[0.00189035 0.99810965]
[-0.87026405  0.04506747],1,[-2.7226458  2.1219542],0,0,[0.0078093 0.9921907]
[-0.47617674 -0.5842906 ],0,[-4.0952306  2.821074 ],0,0,[0.00099051 0.99900949]
[-0.69082814 -0.58817905],0,[-4.8309727  3.385358 ],0,0,[0.00027013 0.99972987]
[-0.86996233 -0.31634566],1,[-4.268004  3.1064  ],0,0,[0.00062671 0.99937329]
[-0.73103744 -0.7131457 ],0,[-5.500369   3.8297396],0,0,[0.0000887 0.9999113]
[-0.89321405 -0.3529751 ],1,[-4.502625  3.26623 ],0,0,[0.00042252 0.99957748]
[-0.91531366 -0.1898068 ],1,[-3.878517  2.878433],0,1,[0.00116142 0.99883858]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.30155912  0.14945237],1,[-0.37079626  0.3704469 ],0,0,[0.32273236 0.67726764]
[-0.31684566  0.27187502],1,[0.10179889 0.07614958],0,0,[0.50641198 0.49358802]
[ 0.10972661 -0.3047333 ],0,[-0.936259   0.5476781],0,0,[0.18483348 0.81516652]
[-0.24619517 -0.14943591],1,[-1.4641669  1.0424174],0,0,[0.07539788 0.92460212]
[-0.5211761  -0.07411708],1,[-2.0631168  1.5463976],0,0,[0.02635178 0.97364822]
[-0.67086786  0.0464612 ],1,[-2.0486846  1.6038207],0,0,[0.02527092 0.97472908]
[-0.68481064  0.26094308],1,[-1.1776961  1.0551007],0,0,[0.09684374 0.90315626]
[-0.14498138 -0.3832503 ],0,[-2.125506   1.4187266],0,0,[0.02807954 0.97192046]
[-0.56188333 -0.19287723],1,[-2.7076263  1.9751443],0,0,[0.0091685 0.9908315]
[-0.5247209 -0.601357 ],0,[-4.33088   2.992815],0,0,[0.00065929 0.99934071]
[-0.81416774 -0.29564467],1,[-3.9925134  2.9060488],0,0,[0.00100822 0.99899178]
[-0.87273765 -0.14405681],1,[-3.5401337  2.643894 ],0,0,[0.00205786 0.99794214]
[-0.86538815  0.05413669],1,[-2.6675067  2.0846539],0,1,[0.00855913 0.99144087]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.44241568 -0.17529587],1,[-2.2321723  1.6190552],0,0,[0.02081132 0.97918868]
[-0.4474998 -0.5529321],0,[-3.864987   2.6616185],0,0,[0.00146183 0.99853817]
[-0.6687292 -0.5777456],0,[-4.7122974  3.299913 ],0,0,[0.00033128 0.99966872]
[-0.7589169 -0.6635848],0,[-5.3817134  3.7665489],0,0,[0.00010639 0.99989361]
[-0.8138899 -0.6967337],0,[-5.707712   3.9987144],0,0,[0.00006089 0.99993911]
[-0.8423193  -0.71650314],0,[-5.8875403  4.125939 ],0,0,[0.00004479 0.99995521]
[-0.8584148 -0.7267263],0,[-5.9852037  4.1953254],0,0,[0.0000379 0.9999621]
[-0.86768764 -0.73248285],0,[-6.040899   4.2349367],0,0,[0.00003445 0.99996555]
[-0.8731692 -0.7357927],0,[-6.0734243  4.2580986],0,0,[0.00003259 0.99996741]
[-0.8764581 -0.7377445],0,[-6.0927935  4.271903 ],0,0,[0.00003153 0.99996847]
[-0.87845075 -0.73891383],0,[-6.1044726  4.2802305],0,0,[0.0000309 0.9999691]
[-0.8796659 -0.7396215],0,[-6.1115713  4.2852945],0,0,[0.00003053 0.99996947]
[-0.94250435 -0.38767257],1,[-4.8162117  3.487959 ],0,1,[0.00024742 0.99975258]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.17465782 -0.37725326],0,[-2.1992655  1.4789276],0,0,[0.02464583 0.97535417]
[-0.41485202 -0.4614372 ],0,[-3.3641367  2.3279867],0,0,[0.00336109 0.99663891]
[-0.7477427  -0.24507889],1,[-3.5536284  2.5968642],0,0,[0.00212789 0.99787211]
[-0.8360046  -0.10198995],1,[-3.237084   2.4344668],0,0,[0.00343071 0.99656929]
[-0.57881    -0.65111864],0,[-4.724998   3.2679873],0,0,[0.00033771 0.99966229]
[-0.74885213 -0.6296546 ],0,[-5.202819   3.6480923],0,0,[0.00014323 0.99985677]
[-0.8013369 -0.6929149],0,[-5.6493187  3.9559243],0,0,[0.00006737 0.99993263]
[-0.91409147 -0.36145508],1,[-4.6088495  3.3431993],0,0,[0.00035182 0.99964818]
[-0.926545   -0.19547427],1,[-3.9403925  2.9228535],0,0,[0.00104442 0.99895558]
[-0.9093429  -0.00109954],1,[-3.0510974  2.3486092],0,0,[0.00449759 0.99550241]
[-0.8424355   0.27932486],1,[-1.6271061  1.411578 ],0,0,[0.04570854 0.95429146]
[-0.22131301 -0.36933318],0,[-2.321678   1.5776823],0,0,[0.01985275 0.98014725]
[-0.4460438 -0.4740476],0,[-3.5225883  2.442821 ],0,1,[0.00255943 0.99744057]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.30155912  0.14945237],1,[-0.37079626  0.3704469 ],0,0,[0.32273236 0.67726764]
[-0.31684566  0.27187502],1,[0.10179889 0.07614958],0,0,[0.50641198 0.49358802]
[-0.19203374  0.4465614 ],1,[ 1.2673578  -0.72199845],0,0,[0.87967502 0.12032498]
[ 0.33031985 -0.08096259],0,[ 0.7601932  -0.63133943],0,0,[0.80083681 0.19916319]
[ 0.438762  -0.2016917],0,[ 0.60692513 -0.58194983],0,0,[0.76653979 0.23346021]
[ 0.37550503 -0.09787583],1,[ 0.8392019  -0.70178664],0,0,[0.82360838 0.17639162]
[ 0.48019096 -0.20141332],0,[ 0.7469075  -0.68957293],0,0,[0.80790903 0.19209097]
[ 0.5507632  -0.21483117],0,[ 0.92592114 -0.8350335 ],0,0,[0.85332918 0.14667082]
[ 0.6259092  -0.20821938],0,[ 1.2059578 -1.0468934],0,0,[0.90489619 0.09510381]
[ 0.7067191  -0.19309363],0,[ 1.5413976 -1.2965726],0,0,[0.94469351 0.05530649]
[ 0.7512478  -0.08499987],1,[ 2.1530712 -1.7060997],0,0,[0.97934994 0.02065006]
[ 0.82396924 -0.118075  ],0,[ 2.255178  -1.8035177],0,0,[0.98302171 0.01697829]
[ 0.8737315  -0.05378871],1,[ 2.6969469 -2.1071239],0,1,[0.99187032 0.00812968]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.01622077 -0.38596264],0,[-1.7057496  1.093988 ],0,0,[0.05733836 0.94266164]
[-0.26950094 -0.40211233],0,[-2.6233637  1.7913381],0,0,[0.01195355 0.98804645]
[-0.6556863  -0.21271539],1,[-3.106757   2.2711847],0,0,[0.00459609 0.99540391]
[-0.58009076 -0.6362758 ],0,[-4.665781   3.2308292],0,0,[0.00037186 0.99962814]
[-0.7455287 -0.6303107],0,[-5.1944923  3.6413083],0,0,[0.00014541 0.99985459]
[-0.8915217  -0.33621657],1,[-4.425251   3.2161806],0,0,[0.00047991 0.99952009]
[-0.91246486 -0.1738217 ],1,[-3.8005784  2.8275087],0,0,[0.00132094 0.99867906]
[-0.89561194  0.02455498],1,[-2.8953302  2.2432556],0,0,[0.00583177 0.99416823]
[-0.51200503 -0.599844  ],0,[-4.281807   2.9558904],0,0,[0.00071845 0.99928155]
[-0.7097761 -0.6023567],0,[-4.9551115  3.4728823],0,0,[0.00021861 0.99978139]
[-0.7801922  -0.67872655],0,[-5.5177746  3.8627045],0,0,[0.00008435 0.99991565]
[-0.9063702  -0.35426632],1,[-4.552224  3.303686],0,0,[0.00038731 0.99961269]
[-0.9218601 -0.1895195],1,[-3.899219  2.894536],0,1,[0.0011195 0.9988805]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.36758912 -0.1707315 ],1,[-1.961966   1.4136004],0,0,[0.03306786 0.96693214]
[-0.62540656 -0.08149191],1,[-2.443854   1.8353597],0,0,[0.01366425 0.98633575]
[-0.7290355   0.06515554],1,[-2.1635652  1.7029002],0,0,[0.02050305 0.97949695]
[-0.37992892 -0.5513537 ],0,[-3.631864   2.4830194],0,0,[0.00220486 0.99779514]
[-0.6372083 -0.5503747],0,[-4.489588  3.143992],0,0,[0.00048369 0.99951631]
[-0.84797764 -0.2979343 ],1,[-4.1155767  2.9995015],0,0,[0.0008121 0.9991879]
[-0.8872119  -0.14124852],1,[-3.5766082  2.673574 ],0,0,[0.00192638 0.99807362]
[-0.8726067   0.06258684],1,[-2.6555343  2.0802386],0,0,[0.00869932 0.99130068]
[-0.78738445  0.3609637 ],1,[-1.0933734  1.0470259],0,0,[0.10523179 0.89476821]
[-0.09760029 -0.25743985],0,[-1.4284723  0.9535456],0,0,[0.08455424 0.91544576]
[-0.45267898 -0.13861962],1,[-2.1096296  1.5455482],0,0,[0.02520517 0.97479483]
[-0.6632805  -0.03997094],1,[-2.393081   1.8198663],0,0,[0.01458675 0.98541325]
[-0.44665223 -0.58927155],0,[-4.0176325  2.7584949],0,1,[0.00113938 0.99886062]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[-0.21563956  0.07525399],1,[-0.40042758  0.3510883 ],0,0,[0.32049109 0.67950891]
[-0.01622077 -0.38596264],0,[-1.7057496  1.093988 ],0,0,[0.05733836 0.94266164]
[-0.26950094 -0.40211233],0,[-2.6233637  1.7913381],0,0,[0.01195355 0.98804645]
[-0.6556863  -0.21271539],1,[-3.106757   2.2711847],0,0,[0.00459609 0.99540391]
[-0.79051393 -0.08336741],1,[-3.0050056  2.2663598],0,0,[0.00511034 0.99488966]
[-0.80591506  0.11393219],1,[-2.2124202  1.768241 ],0,0,[0.01833099 0.98166901]
[-0.7166133   0.41100526],1,[-0.64217114  0.72805977],0,0,[0.20258254 0.79741746]
[-0.37403435  0.7320669 ],1,[ 1.879222  -1.0308332],0,0,[0.94834127 0.05165873]
[0.27217507 0.89390445],1,[ 4.736541  -3.1388779],0,0,[0.99962017 0.00037983]
[0.6391202  0.89597476],1,[ 5.974703 -4.091041],0,0,[0.99995749 0.00004251]
[0.77666426 0.8478902 ],1,[ 6.2297516 -4.31475  ],0,0,[0.99997366 0.00002634]
[0.7393996  0.84257996],0,[ 6.0821905 -4.2041516],0,0,[0.99996591 0.00003409]
[0.72778463 0.775914  ],0,[ 5.758037  -3.9924579],0,0,[0.99994174 0.00005826]
[0.83104146 0.720146  ],1,[ 5.865345  -4.1067786],0,1,[0.99995332 0.00004668]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.23747337 -0.15227689],1,[-1.4471036  1.0276645],0,0,[0.07764607 0.92235393]
[-0.51545453 -0.07707272],1,[-2.056595   1.5396961],0,0,[0.02669318 0.97330682]
[-0.40299886 -0.5574295 ],0,[-3.735147   2.5590901],0,0,[0.00184351 0.99815649]
[-0.7596749  -0.26911947],1,[-3.696464   2.6931782],0,0,[0.00167604 0.99832396]
[-0.84599674 -0.12529488],1,[-3.3702726  2.523771 ],0,0,[0.00274824 0.99725176]
[-0.84634084  0.07223355],1,[-2.5262656  1.9861896],0,0,[0.01085242 0.98914758]
[-0.76538837  0.36545706],1,[-1.0004586  0.9780389],0,0,[0.1214791 0.8785209]
[-0.0791927  -0.25108063],0,[-1.3395959  0.8887285],0,0,[0.09723563 0.90276437]
[-0.21940884 -0.40013456],0,[-2.4470878  1.6567361],0,0,[0.01624129 0.98375871]
[-0.6229228  -0.20733158],1,[-2.9739602  2.171996 ],0,0,[0.00578919 0.99421081]
[-0.5626271  -0.62480587],0,[-4.5582     3.1545148],0,0,[0.00044691 0.99955309]
[-0.7361735  -0.62349397],0,[-5.133985   3.5985942],0,0,[0.00016122 0.99983878]
[-0.7952512 -0.6883463],0,[-5.6093836  3.9277723],0,0,[0.00007212 0.99992788]
[-0.9118384 -0.3592595],1,[-4.5919075  3.3314023],0,1,[0.00036207 0.99963793]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
[-0.44241568 -0.17529587],1,[-2.2321723  1.6190552],0,0,[0.02081132 0.97918868]
[-0.4474998 -0.5529321],0,[-3.864987   2.6616185],0,0,[0.00146183 0.99853817]
[-0.7778824  -0.27405438],1,[-3.778576   2.7535965],0,0,[0.00145372 0.99854628]
[-0.8541821  -0.12750964],1,[-3.407171   2.5509224],0,0,[0.00257817 0.99742183]
[-0.8510982   0.07168454],1,[-2.5445523  1.9999577],0,0,[0.01051367 0.98948633]
[-0.43970555 -0.5647252 ],0,[-3.8893344  2.673662 ],0,0,[0.00140966 0.99859034]
[-0.6690601  -0.57345027],0,[-4.6950274  3.2890573],0,0,[0.00034073 0.99965927]
[-0.7576717 -0.6637021],0,[-5.3780437  3.7636566],0,0,[0.00010709 0.99989291]
[-0.81348   -0.6962932],0,[-5.704454   3.9964561],0,0,[0.00006122 0.99993878]
[-0.91819537 -0.36447832],1,[-4.6355333  3.3620265],0,0,[0.00033617 0.99966383]
[-0.92898405 -0.19787589],1,[-3.9588394  2.9356916],0,0,[0.00101229 0.99898771]
[-0.91148907 -0.00367787],1,[-3.0693192  2.3611736],0,0,[0.00436183 0.99563817]
[-0.8451316   0.27621368],1,[-1.6494501  1.4270136],0,1,[0.04408861 0.95591139]
[-0.10572674  0.03055959],1,[-0.223441    0.18941122],1,0,[0.39822841 0.60177159]
[ 0.0398243 -0.3508714],0,[-1.3678489  0.8537622],0,0,[0.09782652 0.90217348]
[-0.36758912 -0.1707315 ],1,[-1.961966   1.4136004],0,0,[0.03306786 0.96693214]
[-0.62540656 -0.08149191],1,[-2.443854   1.8353597],0,0,[0.01366425 0.98633575]
[-0.46505952 -0.59380287],0,[-4.0986867  2.8183281],0,0,[0.0009898 0.9990102]
[-0.7904587  -0.28524062],1,[-3.8685703  2.8165305],0,0,[0.00124783 0.99875217]
[-0.86132497 -0.13705471],1,[-3.4719403  2.5953674],0,0,[0.00231205 0.99768795]
[-0.61784625 -0.66827714],0,[-4.929189   3.4154544],0,0,[0.00023761 0.99976239]
[-0.76678836 -0.64474356],0,[-5.327468  3.735491],0,0,[0.00011587 0.99988413]
[-0.8117404  -0.69936466],0,[-5.711768  4.000342],0,0,[0.00006054 0.99993946]
[-0.84210765 -0.7158305 ],0,[-5.883953   4.1235595],0,0,[0.00004506 0.99995494]
[-0.85817116 -0.72663325],0,[-5.9839892  4.194443 ],0,0,[0.00003798 0.99996202]
[-0.86755854 -0.7323979 ],0,[-6.040103  4.234372],0,0,[0.0000345 0.9999655]
[-0.93803865 -0.38350156],1,[-4.783405   3.4650693],0,0,[0.00026159 0.99973841]
[-0.8122411  -0.73873705],0,[-5.8819065  4.108964 ],0,1,[0.00004581 0.99995419]
[ 0.11936852 -0.3099222 ],0,[-0.92615914  0.53695226],1,0,[0.18799191 0.81200809]
[-0.03433946 -0.34290862],0,[-1.582235   1.0233576],0,0,[0.06877936 0.93122064]
